Running for 999999.0 seconds (999999 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
11:27:43  29.3   0.9   0.7  66.9   2.2    3  39914   8492   24    8   11 137.22 
11:27:44  41.2   0.2   2.8  55.6   0.3   13  47612  11654    8    3    6 162.13 
11:27:45  58.0   0.0   0.3  41.7   0.0   13  36665  17319    3    3    3 201.05 
11:27:46  57.7   0.0   0.3  42.0   0.0   13  45244  14766    3    3    3 168.30 
11:27:47  57.7   0.0   0.4  41.7   0.2   13  47425  14430    9    6    9 131.02 
11:27:48  56.9   0.0   0.5  42.6   0.0   13  46663  14234    3    3    3  85.73 
11:27:49  58.4   0.0   0.3  41.4   0.0    9  45206  13782    3    3    3 182.09 
11:27:50  58.0   0.0   0.3  41.7   0.0   13  48320  15386    3    3    3 185.27 
11:27:51  58.2   0.0   0.3  41.5   0.0   13  47025  20442    3    3    3 186.48 
11:27:52  58.1   0.0   0.3  41.2   0.5   13  47311  16828    3    3    3 184.23 
11:27:53  58.5   0.0   0.2  41.3   0.0   11  45582  17682    3    3    3 178.39 
11:27:54  58.0   0.1   0.4  41.6   0.0   13  46971  16875    3    3    9 174.76 
11:27:55  58.1   0.0   0.4  41.6   0.0   13  47416  16987    3    3    3 172.09 
11:27:56  57.9   0.0   0.3  41.9   0.0   12  47247  16800    3    3    3 170.47 
11:27:57  57.9   0.0   0.3  41.1   0.7   12  47222  16684    3    3    3 169.86 
11:27:58  58.0   0.0   0.3  41.7   0.1   13  47803  16954    3    3    3 171.39 
11:27:59  58.0   0.0   0.3  41.7   0.0    9  46879  17520    3    3    4 169.42 
11:28:00  35.2   0.6   3.1  55.4   5.8    8  41713  14514   18    7   13 142.85 
11:28:01  48.4   0.1   1.9  49.7   0.0   13  46269  16741    8    3    6 173.54 
11:28:02  58.0   0.0   0.2  41.8   0.0   13  43767  18989    3    3    3 169.99 
11:28:03  58.0   0.0   0.3  41.7   0.0   13  46435  17990    3    3    3 172.30 
11:28:04  58.5   0.0   0.3  41.2   0.0   13  46468  17990    3    3    3 171.56 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
11:28:05  57.9   0.0   0.3  41.8   0.0   13  47099  18683    3    3    3 166.39 
11:28:06  57.7   0.1   0.4  41.8   0.2    8  46403  16602    3    3    3 158.10 
11:28:07  58.1   0.0   0.2  41.6   0.0    8  46593  15212    4    3    4 158.48 
11:28:08  57.5   0.0   0.4  42.1   0.0   12  47046  14976    4    3    3 133.55 
11:28:09  56.9   0.0   0.4  42.7   0.0   13  45851  13875    3    3    3  67.37 
11:28:10  57.8   0.0   0.3  41.9   0.0   13  46587  14100    3    3    3 119.87 
11:28:11  58.1   0.0   0.3  41.6   0.1   13  45714  13953    3    3    9 144.73 
11:28:12  58.0   0.0   0.3  41.8   0.0   13  46437  13693    3    3    3 120.05 
11:28:13  58.0   0.0   0.2  41.3   0.5   13  47559  14021    4    3    3 144.51 
11:28:14  57.5   0.1   0.4  42.0   0.0   13  48231  13856    3    3    3 119.75 
11:28:15  57.5   0.0   0.3  42.2   0.0   13  46792  14229    3    3    3 144.17 
11:28:16  57.4   0.0   0.4  41.9   0.4   13  47807  13968    3    3    4 119.80 
11:28:17  57.7   0.0   0.3  41.9   0.0   13  47373  14013    3    3    3 143.62 
11:28:18  57.6   0.1   0.3  42.0   0.0   13  46875  14094    3    3    3 119.35 
11:28:19  58.2   0.0   0.3  41.5   0.0   13  48055  14054    3    3    3 144.88 
11:28:20  58.1   0.0   0.3  41.6   0.0   13  43763  13579    3    3    3 119.30 
11:28:21  58.1   0.0   0.3  40.9   0.7   13  46032  13639    3    3    3 144.46 
11:28:22  58.0   0.0   0.3  41.6   0.2   13  46566  13874    3    3    3 118.60 
11:28:23  57.9   0.0   0.3  41.8   0.0   13  47736  13707    3    3    3 144.50 
11:28:24  58.0   0.0   0.3  41.7   0.0   13  46647  13725    3    3    3 118.52 
11:28:25  57.8   0.0   0.3  41.9   0.0   13  46502  13965    3    3    3 143.59 
11:28:26  57.4   0.1   0.5  42.1   0.0   13  47082  13572    3    3    3 118.51 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
11:28:27  58.1   0.0   0.3  40.4   1.2   14  45861  13668    3    3    3 144.47 
11:28:28  57.7   0.0   0.4  41.9   0.0   14  45294  14038    0    0    1 118.67 
11:28:29  58.0   0.0   0.3  41.6   0.0   13  46376  13632    3    3    2 144.20 
11:28:30  57.8   0.0   0.3  41.9   0.0   13  47437  13936    3    3    3 118.58 
