prompt_index;avg_power_W;max_power_W;duration_s;energy_Wh
0;143.188;194.860;10;0.397744
1;151.817;182.900;11;0.463885
2;153.639;190.830;32;1.365680
3;151.997;204.300;80;3.377711
4;148.171;174.470;12;0.493903
5;127.760;157.300;2;0.070978
6;147.869;177.060;30;1.232242
7;148.666;173.600;58;2.395174
8;146.566;167.910;10;0.407128
