Running for 999999.0 seconds (999999 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
22:16:27   0.6   0.3   0.6  95.0   3.6    3   4192   1893    4    0    1  13.38 
22:16:28   1.4   0.1   0.7  97.1   0.8    2   4694   2367   16    8   13  13.38 
22:16:29  17.1   0.1   2.3  80.4   0.2    7  23868   6307    8    3    6 117.11 
22:16:30  29.7   0.0   0.3  70.1   0.0    7  27649   8276    3    3    3 168.01 
22:16:31  29.3   0.0   0.4  70.2   0.2    7  43317   8164    3    3    3 139.55 
22:16:32  29.5   0.0   0.3  70.2   0.0    7  43259   8044    3    3    3 140.44 
22:16:33  29.3   0.0   0.4  70.4   0.0    7  43449   8135    3    3    3 139.24 
22:16:34  29.4   0.0   0.3  69.2   1.1    7  43261   8020    3    3    3 140.45 
22:16:35  29.5   0.0   0.3  70.2   0.0    7  43053   7905    3    3    3 141.16 
22:16:36  29.5   0.0   0.4  70.2   0.0    7  43273   8056    3    3    3 141.27 
22:16:37  13.2   0.2   2.4  83.6   0.7    2  21458   5590   26   13   28  93.65 
22:16:38  24.3   0.0   1.1  74.6   0.0    7  28248   6809    8    3    6 150.03 
22:16:39  29.4   0.1   0.4  70.2   0.0    7  39262   7867    3    3    3 149.79 
22:16:40  29.5   0.0   0.3  70.2   0.0    7  43375   8100    3    3    3 143.18 
22:16:41  27.7   0.0   0.7  71.7   0.0    2  40533   7769    3    3    3 137.42 
22:16:42   9.5   0.2   2.9  84.8   2.6    7  19993   5005   30   13   28  82.57 
22:16:43  29.8   0.0   0.2  70.0   0.0    7  23778   7830    3    3    5 184.77 
22:16:44  29.8   0.0   0.3  69.6   0.3    4  43117   8139    4    3    3 144.69 
22:16:45  29.5   0.0   0.4  70.1   0.0    7  43118   8015    3    3    3 144.14 
22:16:46  29.5   0.0   0.3  70.2   0.0    4  43154   7930    3    3    3 143.40 
22:16:47  29.6   0.0   0.3  69.5   0.7    7  43167   7777    3    3    3 142.64 
22:16:48  29.4   0.0   0.3  70.3   0.0    7  43436   8226    3    3    3 145.15 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
22:16:49  29.4   0.0   0.4  70.2   0.0    7  43031   7787    3    3    3 143.05 
22:16:50  29.4   0.1   0.4  70.2   0.0    7  43123   7865    3    3    3 144.45 
22:16:51  29.3   0.0   0.3  70.4   0.0    7  42959   7858    3    3    3 145.08 
22:16:52  29.4   0.0   0.2  70.2   0.2    7  43290   7837    3    3    3 144.76 
22:16:53  29.3   0.0   0.3  70.4   0.0    7  42876   7686    3    3   10 143.61 
22:16:54  29.4   0.0   0.3  70.3   0.0    7  43091   7808    3    3    3 145.01 
22:16:55  29.5   0.0   0.3  70.3   0.0    7  42875   7945    3    3    3 145.96 
22:16:56  29.3   0.0   0.3  69.8   0.7    7  43350   8105    4    3    4 145.36 
22:16:57  29.3   0.0   0.3  70.5   0.0    8  43163   8059    3    3    3 145.63 
22:16:58  29.3   0.0   0.4  70.3   0.0    7  43250   7913    3    3    4 145.19 
22:16:59  29.4   0.0   0.3  70.3   0.0    7  42761   7943    3    3    3 145.16 
22:17:00  29.5   0.0   0.4  70.1   0.0    7  42875   7713    3    3    4 143.94 
22:17:01  29.4   0.0   0.4  69.3   1.0    7  43650   7720    3    3    3 143.44 
22:17:02  29.3   0.0   0.4  70.3   0.0    3  43209   7787    6    5    6 145.05 
22:17:03  29.4   0.1   0.3  70.2   0.0    7  43142   7681    3    3    3 144.72 
22:17:04  29.4   0.0   0.3  70.3   0.0    7  43191   7846    3    3    3 143.93 
22:17:05  29.4   0.0   0.3  70.3   0.0    8  43226   7517    3    3    3 144.53 
22:17:06  29.4   0.0   0.3  70.2   0.2    7  42841   7754    3    3    3 144.99 
22:17:07  29.4   0.0   0.3  70.3   0.0    8  43259   7850    3    3    3 145.90 
22:17:08  29.4   0.0   0.4  70.3   0.0    7  43303   7942    3    3    3 145.30 
22:17:09  29.3   0.0   0.3  70.4   0.0    8  43379   7860    3    3    3 147.02 
22:17:10  29.6   0.0   0.3  70.1   0.0    9  42886   7683    3    3    3 146.28 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
22:17:11  29.3   0.0   0.3  69.5   0.9    7  43175   7999    3    3    3 148.07 
22:17:12  29.4   0.0   0.4  68.1   2.2    7  43161   7941    3    3    3 146.94 
22:17:13  29.5   0.0   0.3  70.3   0.0    8  42677   7627    3    3    3 146.30 
22:17:14  29.5   0.1   0.3  70.2   0.0    8  42797   7593    0    0    0 146.17 
22:17:15  29.3   0.0   0.4  70.3   0.0    7  42494   7777    3    3    3 146.06 
22:17:16  29.2   0.0   0.3  69.8   0.8    2  42988   7869    3    3    3 148.24 
22:17:17   8.2   0.3   3.3  86.8   1.5    7  18872   4555   38   14   28  80.89 
22:17:18  29.3   0.0   0.2  70.5   0.0    7  13012   8011    3    3    6 195.45 
22:17:19  29.7   0.0   0.2  70.1   0.0    7  26211   7841    3    3    3 177.49 
22:17:20  29.5   0.0   0.3  70.2   0.0    7  43231   7716    3    3    3 146.44 
22:17:21  29.4   0.0   0.5  70.2   0.0    7  43148   7737    3    3    3 147.17 
22:17:22  29.3   0.0   0.4  67.6   2.7    7  43245   7928    3    3    3 147.46 
22:17:23  29.5   0.0   0.3  67.7   2.6    7  43244   7804    3    3    3 147.15 
22:17:24  29.4   0.0   0.3  70.3   0.0    7  43344   8091    3    3    3 147.62 
22:17:25  29.5   0.0   0.3  70.2   0.1    7  43316   7796    3    3    3 148.54 
22:17:26  29.4   0.0   0.5  70.1   0.0    7  43213   7993    8    6    8 147.54 
22:17:27  29.5   0.0   0.3  70.0   0.2    7  43284   7863    3    3    9 147.03 
22:17:28  29.5   0.0   0.4  70.2   0.0    7  43349   7903    3    3    3 146.52 
