prompt_index;avg_power_W;max_power_W;duration_s;energy_Wh
0;174.998;235.510;12;0.583327
1;147.889;171.470;15;0.616204
2;148.209;187.710;30;1.235075
3;149.106;197.160;26;1.076877
4;148.745;197.680;24;0.991633
5;146.993;172.550;23;0.939122
